Dataset:Dermatology  Date:27-Jul-2026 19:25:30
Dataset:Dermatology  Date:27-Jul-2026 19:27:32
50	1	1	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.86099
50	1	100	6	6	0.45531	0.3929	0.8324	0.41761	0.83648	0.27827	0.16713	2.4285	0.88678
50	1	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	0.86389
50	100	0.01	6	17	0.53631	0.72624	0.53631	0.50948	0.35577	0.89703	0.44648	2.4285	1.418
50	100	1	6	19	0.48603	0.70749	0.48603	0.46173	0.31134	0.89315	0.39952	2.4285	2.2456
50	100	100	6	5	0.80447	0.81728	0.93855	0.79808	0.92652	0.70091	0.73838	2.4285	1.9513
50	100	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	1.1558
50	10000	0.01	6	18	0.58101	0.72966	0.58101	0.52618	0.36959	0.913	0.46431	2.4285	1.6609
50	10000	1	6	15	0.61173	0.73992	0.66201	0.56631	0.44635	0.77442	0.49184	2.4285	1.9597
50	10000	100	6	3	0.65642	0.69351	0.98045	0.65338	0.94854	0.49832	0.52984	2.4285	1.5753
50	10000	10000	6	1	0.31006	0	1	0.33389	1	0.2004	0	2.4285	1.0107
